Filebench Version 1.5-alpha3
0.000: Allocated 2393MB of shared memory
0.593: Populating and pre-allocating filesets
2.217: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.016MB total size
2.217: Removing logfiles tree (if exists)
2.220: Pre-allocating directories in logfiles tree
2.220: Pre-allocating files in logfiles tree
3.567: bigfileset populated: 1250000 files, avg. dir. width = 20, avg. dir. depth = 4.7, 0 leafdirs, 19531.250MB total size
3.567: Removing bigfileset tree (if exists)
3.569: Pre-allocating directories in bigfileset tree
8.946: Pre-allocating files in bigfileset tree
298.913: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
298.913: Population and pre-allocation of filesets completed
303.652: Attempting to create fileset more than once, ignoring
303.659: Starting 1 webserver instances
304.717: Running...
314.934: Per-Operation Breakdown
finish               946ops       95ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
closefile7           553ops       55ops/s   0.0mb/s      5.1ms/op [0.44ms - 71.93ms]
readfile7            555ops       55ops/s   0.9mb/s     16.5ms/op [2.79ms - 219.39ms]
openfile7            554ops       55ops/s   0.0mb/s     68.9ms/op [2.99ms - 381.82ms]
closefile6           555ops       55ops/s   0.0mb/s      5.4ms/op [0.46ms - 120.46ms]
readfile6            553ops       55ops/s   0.9mb/s     17.4ms/op [2.57ms - 240.94ms]
openfile6            553ops       55ops/s   0.0mb/s     69.4ms/op [4.01ms - 603.46ms]
closefile5           554ops       55ops/s   0.0mb/s      5.0ms/op [0.52ms - 77.78ms]
readfile5            555ops       55ops/s   0.9mb/s     15.5ms/op [2.67ms - 212.85ms]
openfile5            556ops       56ops/s   0.0mb/s     70.2ms/op [1.83ms - 382.92ms]
closefile4           557ops       56ops/s   0.0mb/s      5.0ms/op [0.09ms - 95.53ms]
readfile4            558ops       56ops/s   0.9mb/s     16.4ms/op [2.73ms - 211.63ms]
openfile4            556ops       56ops/s   0.0mb/s     69.7ms/op [1.82ms - 448.47ms]
closefile3           556ops       56ops/s   0.0mb/s      5.3ms/op [0.42ms - 77.93ms]
readfile3            557ops       56ops/s   0.9mb/s     17.9ms/op [2.56ms - 219.48ms]
openfile3            554ops       55ops/s   0.0mb/s     75.4ms/op [1.47ms - 652.06ms]
closefile2           555ops       55ops/s   0.0mb/s      5.4ms/op [0.41ms - 117.66ms]
readfile2            554ops       55ops/s   0.9mb/s     17.1ms/op [2.79ms - 261.86ms]
openfile2            552ops       55ops/s   0.0mb/s     68.3ms/op [4.21ms - 642.31ms]
closefile1           552ops       55ops/s   0.0mb/s      5.3ms/op [0.88ms - 90.90ms]
readfile1            553ops       55ops/s   0.9mb/s     15.5ms/op [2.77ms - 191.12ms]
openfile1            549ops       55ops/s   0.0mb/s     80.8ms/op [1.86ms - 638.54ms]
335.362: IO Summary: 17155 ops 1715.323 ops/s 554/54 rd/wr   9.1mb/s 150.0ms/op
345.579: Per-Operation Breakdown
finish               501ops       50ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            485ops       48ops/s   0.4mb/s    711.3ms/op [8.78ms - 1860.05ms]
closefile10          498ops       50ops/s   0.0mb/s      5.7ms/op [0.43ms - 34.92ms]
readfile10           499ops       50ops/s   0.8mb/s     18.1ms/op [3.34ms - 149.33ms]
openfile10           499ops       50ops/s   0.0mb/s     84.4ms/op [4.03ms - 537.39ms]
closefile9           499ops       50ops/s   0.0mb/s      5.9ms/op [0.45ms - 46.52ms]
readfile9            500ops       50ops/s   0.8mb/s     18.9ms/op [3.21ms - 188.05ms]
openfile9            497ops       50ops/s   0.0mb/s     91.6ms/op [2.02ms - 601.65ms]
closefile8           498ops       50ops/s   0.0mb/s      6.1ms/op [0.42ms - 99.72ms]
readfile8            499ops       50ops/s   0.8mb/s     19.3ms/op [3.41ms - 211.75ms]
openfile8            498ops       50ops/s   0.0mb/s     93.9ms/op [2.10ms - 663.93ms]
closefile7           498ops       50ops/s   0.0mb/s      6.3ms/op [0.20ms - 138.24ms]
readfile7            498ops       50ops/s   0.8mb/s     18.2ms/op [3.27ms - 216.00ms]
openfile7            495ops       49ops/s   0.0mb/s     87.6ms/op [2.19ms - 718.25ms]
closefile6           495ops       49ops/s   0.0mb/s      6.0ms/op [1.20ms - 104.16ms]
readfile6            496ops       50ops/s   0.8mb/s     18.4ms/op [3.20ms - 196.21ms]
openfile6            496ops       50ops/s   0.0mb/s     94.5ms/op [2.28ms - 768.85ms]
closefile5           497ops       50ops/s   0.0mb/s      6.1ms/op [0.50ms - 121.65ms]
readfile5            496ops       50ops/s   0.8mb/s     18.2ms/op [3.28ms - 194.96ms]
openfile5            494ops       49ops/s   0.0mb/s     85.7ms/op [2.10ms - 578.91ms]
closefile4           496ops       50ops/s   0.0mb/s      5.8ms/op [0.84ms - 30.00ms]
readfile4            495ops       49ops/s   0.8mb/s     18.8ms/op [3.42ms - 122.01ms]
openfile4            497ops       50ops/s   0.0mb/s     87.1ms/op [2.33ms - 533.23ms]
closefile3           498ops       50ops/s   0.0mb/s      6.0ms/op [0.43ms - 57.16ms]
readfile3            497ops       50ops/s   0.8mb/s     18.9ms/op [3.34ms - 163.41ms]
openfile3            496ops       50ops/s   0.0mb/s     89.4ms/op [2.13ms - 644.79ms]
closefile2           495ops       49ops/s   0.0mb/s      6.0ms/op [0.50ms - 48.71ms]
readfile2            495ops       49ops/s   0.8mb/s     19.6ms/op [3.33ms - 215.96ms]
openfile2            500ops       50ops/s   0.0mb/s     87.2ms/op [2.19ms - 673.93ms]
closefile1           501ops       50ops/s   0.0mb/s      5.9ms/op [0.52ms - 40.48ms]
readfile1            501ops       50ops/s   0.8mb/s     19.2ms/op [3.44ms - 156.32ms]
openfile1            500ops       50ops/s   0.0mb/s     92.7ms/op [2.12ms - 672.58ms]
345.579: IO Summary: 15408 ops 1540.577 ops/s 498/48 rd/wr   8.2mb/s 167.1ms/op
355.794: Per-Operation Breakdown
finish               426ops       43ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            413ops       41ops/s   0.3mb/s    919.7ms/op [14.69ms - 2423.01ms]
closefile10          426ops       43ops/s   0.0mb/s      6.5ms/op [0.39ms - 40.57ms]
readfile10           426ops       43ops/s   0.7mb/s     20.9ms/op [3.89ms - 173.90ms]
openfile10           424ops       42ops/s   0.0mb/s     90.6ms/op [7.54ms - 734.47ms]
closefile9           424ops       42ops/s   0.0mb/s      7.1ms/op [0.44ms - 56.80ms]
readfile9            426ops       43ops/s   0.7mb/s     21.6ms/op [4.04ms - 163.19ms]
openfile9            428ops       43ops/s   0.0mb/s     90.6ms/op [2.07ms - 487.88ms]
closefile8           428ops       43ops/s   0.0mb/s      6.6ms/op [0.81ms - 30.81ms]
readfile8            426ops       43ops/s   0.7mb/s     21.0ms/op [3.50ms - 106.57ms]
openfile8            426ops       43ops/s   0.0mb/s     97.3ms/op [2.36ms - 718.68ms]
closefile7           428ops       43ops/s   0.0mb/s      6.7ms/op [0.40ms - 48.27ms]
readfile7            427ops       43ops/s   0.7mb/s     20.9ms/op [3.88ms - 171.51ms]
openfile7            426ops       43ops/s   0.0mb/s     98.3ms/op [1.90ms - 701.93ms]
closefile6           427ops       43ops/s   0.0mb/s      7.2ms/op [0.15ms - 76.89ms]
readfile6            426ops       43ops/s   0.7mb/s     22.5ms/op [3.77ms - 175.78ms]
openfile6            423ops       42ops/s   0.0mb/s     97.8ms/op [2.31ms - 709.53ms]
closefile5           423ops       42ops/s   0.0mb/s      7.3ms/op [0.80ms - 81.30ms]
readfile5            425ops       42ops/s   0.7mb/s     22.8ms/op [3.90ms - 179.21ms]
openfile5            428ops       43ops/s   0.0mb/s    101.9ms/op [6.11ms - 746.09ms]
closefile4           427ops       43ops/s   0.0mb/s      6.6ms/op [0.45ms - 42.18ms]
readfile4            428ops       43ops/s   0.7mb/s     21.4ms/op [3.74ms - 130.34ms]
openfile4            424ops       42ops/s   0.0mb/s     96.5ms/op [2.26ms - 685.54ms]
closefile3           424ops       42ops/s   0.0mb/s      7.2ms/op [1.47ms - 80.14ms]
readfile3            426ops       43ops/s   0.7mb/s     22.0ms/op [3.71ms - 180.75ms]
openfile3            426ops       43ops/s   0.0mb/s     96.0ms/op [2.29ms - 649.97ms]
closefile2           428ops       43ops/s   0.0mb/s      7.1ms/op [0.45ms - 47.94ms]
readfile2            430ops       43ops/s   0.7mb/s     22.4ms/op [3.72ms - 151.66ms]
openfile2            427ops       43ops/s   0.0mb/s     88.8ms/op [2.36ms - 583.02ms]
closefile1           428ops       43ops/s   0.0mb/s      7.0ms/op [0.46ms - 81.07ms]
readfile1            427ops       43ops/s   0.7mb/s     21.6ms/op [3.86ms - 171.37ms]
openfile1            425ops       42ops/s   0.0mb/s     96.5ms/op [2.29ms - 658.61ms]
355.794: IO Summary: 13200 ops 1319.837 ops/s 427/41 rd/wr   7.0mb/s 194.1ms/op
366.009: Per-Operation Breakdown
finish               345ops       34ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            331ops       33ops/s   0.3mb/s    984.3ms/op [10.86ms - 2673.50ms]
closefile10          351ops       35ops/s   0.0mb/s      8.5ms/op [0.48ms - 58.48ms]
readfile10           351ops       35ops/s   0.5mb/s     26.0ms/op [4.54ms - 115.04ms]
openfile10           354ops       35ops/s   0.0mb/s    128.5ms/op [2.69ms - 611.01ms]
closefile9           356ops       36ops/s   0.0mb/s      8.6ms/op [1.94ms - 60.18ms]
readfile9            353ops       35ops/s   0.6mb/s     28.0ms/op [4.72ms - 116.33ms]
openfile9            350ops       35ops/s   0.0mb/s    125.2ms/op [7.01ms - 546.26ms]
closefile8           351ops       35ops/s   0.0mb/s      9.4ms/op [0.89ms - 68.45ms]
readfile8            353ops       35ops/s   0.6mb/s     29.1ms/op [4.54ms - 110.35ms]
openfile8            353ops       35ops/s   0.0mb/s    123.8ms/op [2.68ms - 481.36ms]
closefile7           351ops       35ops/s   0.0mb/s      8.9ms/op [1.86ms - 50.91ms]
readfile7            351ops       35ops/s   0.5mb/s     27.6ms/op [4.51ms - 145.50ms]
openfile7            352ops       35ops/s   0.0mb/s    125.1ms/op [7.51ms - 486.17ms]
closefile6           352ops       35ops/s   0.0mb/s      9.0ms/op [0.44ms - 54.06ms]
readfile6            352ops       35ops/s   0.5mb/s     27.3ms/op [4.44ms - 109.16ms]
openfile6            353ops       35ops/s   0.0mb/s    139.0ms/op [6.93ms - 568.17ms]
closefile5           354ops       35ops/s   0.0mb/s      8.6ms/op [0.44ms - 40.54ms]
readfile5            353ops       35ops/s   0.6mb/s     26.9ms/op [6.60ms - 100.48ms]
openfile5            347ops       35ops/s   0.0mb/s    123.6ms/op [7.14ms - 533.80ms]
closefile4           347ops       35ops/s   0.0mb/s      8.7ms/op [0.45ms - 60.88ms]
readfile4            349ops       35ops/s   0.5mb/s     26.9ms/op [4.64ms - 115.86ms]
openfile4            350ops       35ops/s   0.0mb/s    122.8ms/op [2.69ms - 650.24ms]
closefile3           351ops       35ops/s   0.0mb/s      8.4ms/op [0.85ms - 60.64ms]
readfile3            349ops       35ops/s   0.5mb/s     26.8ms/op [4.76ms - 110.09ms]
openfile3            345ops       34ops/s   0.0mb/s    134.1ms/op [7.42ms - 670.86ms]
closefile2           344ops       34ops/s   0.0mb/s      8.2ms/op [0.43ms - 27.01ms]
readfile2            344ops       34ops/s   0.5mb/s     28.0ms/op [4.67ms - 122.70ms]
openfile2            345ops       34ops/s   0.0mb/s    135.3ms/op [6.61ms - 682.84ms]
closefile1           344ops       34ops/s   0.0mb/s      8.5ms/op [0.47ms - 34.28ms]
readfile1            345ops       34ops/s   0.5mb/s     27.0ms/op [4.59ms - 109.02ms]
openfile1            345ops       34ops/s   0.0mb/s    142.5ms/op [2.65ms - 508.39ms]
366.009: IO Summary: 10826 ops 1082.464 ops/s 350/33 rd/wr   5.7mb/s 236.5ms/op
376.225: Per-Operation Breakdown
finish               315ops       31ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            293ops       29ops/s   0.2mb/s   1126.3ms/op [17.61ms - 3276.34ms]
closefile10          316ops       32ops/s   0.0mb/s      9.5ms/op [2.20ms - 26.63ms]
readfile10           315ops       31ops/s   0.5mb/s     29.3ms/op [5.17ms - 91.73ms]
openfile10           314ops       31ops/s   0.0mb/s    136.3ms/op [10.48ms - 488.30ms]
closefile9           312ops       31ops/s   0.0mb/s      9.4ms/op [0.46ms - 36.36ms]
readfile9            311ops       31ops/s   0.5mb/s     29.8ms/op [5.26ms - 111.80ms]
openfile9            310ops       31ops/s   0.0mb/s    140.6ms/op [9.31ms - 584.04ms]
closefile8           311ops       31ops/s   0.0mb/s     10.3ms/op [0.41ms - 43.46ms]
readfile8            310ops       31ops/s   0.5mb/s     30.6ms/op [6.92ms - 83.39ms]
openfile8            310ops       31ops/s   0.0mb/s    138.7ms/op [6.70ms - 663.16ms]
closefile7           310ops       31ops/s   0.0mb/s      9.2ms/op [0.43ms - 23.00ms]
readfile7            309ops       31ops/s   0.5mb/s     30.1ms/op [5.03ms - 90.99ms]
openfile7            310ops       31ops/s   0.0mb/s    140.9ms/op [8.34ms - 540.19ms]
closefile6           310ops       31ops/s   0.0mb/s     10.2ms/op [0.47ms - 43.80ms]
readfile6            312ops       31ops/s   0.5mb/s     32.5ms/op [5.74ms - 113.55ms]
openfile6            312ops       31ops/s   0.0mb/s    144.7ms/op [7.82ms - 801.68ms]
closefile5           311ops       31ops/s   0.0mb/s      9.9ms/op [0.45ms - 43.00ms]
readfile5            310ops       31ops/s   0.5mb/s     31.0ms/op [6.10ms - 85.34ms]
openfile5            314ops       31ops/s   0.0mb/s    140.6ms/op [4.20ms - 719.90ms]
closefile4           315ops       31ops/s   0.0mb/s     10.2ms/op [0.89ms - 44.78ms]
readfile4            313ops       31ops/s   0.5mb/s     32.7ms/op [7.41ms - 115.69ms]
openfile4            315ops       31ops/s   0.0mb/s    150.3ms/op [4.36ms - 787.26ms]
closefile3           314ops       31ops/s   0.0mb/s     10.0ms/op [0.94ms - 45.59ms]
readfile3            315ops       31ops/s   0.5mb/s     32.5ms/op [5.24ms - 95.26ms]
openfile3            314ops       31ops/s   0.0mb/s    148.2ms/op [2.95ms - 727.16ms]
closefile2           317ops       32ops/s   0.0mb/s     10.1ms/op [0.44ms - 49.53ms]
readfile2            315ops       31ops/s   0.5mb/s     31.8ms/op [5.34ms - 121.37ms]
openfile2            313ops       31ops/s   0.0mb/s    141.7ms/op [8.24ms - 634.04ms]
closefile1           314ops       31ops/s   0.0mb/s      9.4ms/op [2.62ms - 26.71ms]
readfile1            313ops       31ops/s   0.5mb/s     28.9ms/op [7.37ms - 96.56ms]
openfile1            314ops       31ops/s   0.0mb/s    149.1ms/op [8.49ms - 537.73ms]
376.225: IO Summary:  9672 ops 967.062 ops/s 312/29 rd/wr   5.1mb/s 264.8ms/op
386.442: Per-Operation Breakdown
finish               263ops       26ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            229ops       23ops/s   0.2mb/s   1196.9ms/op [9.32ms - 3649.07ms]
closefile10          256ops       26ops/s   0.0mb/s     11.5ms/op [3.14ms - 60.77ms]
readfile10           257ops       26ops/s   0.4mb/s     36.9ms/op [10.12ms - 191.95ms]
openfile10           255ops       25ops/s   0.0mb/s    168.3ms/op [9.38ms - 653.53ms]
closefile9           255ops       25ops/s   0.0mb/s     12.7ms/op [3.20ms - 82.17ms]
readfile9            255ops       25ops/s   0.4mb/s     39.7ms/op [10.24ms - 177.29ms]
openfile9            259ops       26ops/s   0.0mb/s    167.7ms/op [13.04ms - 699.46ms]
closefile8           260ops       26ops/s   0.0mb/s     12.4ms/op [0.39ms - 70.42ms]
readfile8            259ops       26ops/s   0.4mb/s     37.6ms/op [9.60ms - 147.43ms]
openfile8            259ops       26ops/s   0.0mb/s    176.3ms/op [6.38ms - 720.51ms]
closefile7           260ops       26ops/s   0.0mb/s     12.9ms/op [3.28ms - 61.62ms]
readfile7            261ops       26ops/s   0.4mb/s     39.1ms/op [14.76ms - 139.30ms]
openfile7            262ops       26ops/s   0.0mb/s    184.5ms/op [9.69ms - 786.67ms]
closefile6           263ops       26ops/s   0.0mb/s     12.9ms/op [1.58ms - 61.22ms]
readfile6            261ops       26ops/s   0.4mb/s     42.4ms/op [9.06ms - 197.73ms]
openfile6            262ops       26ops/s   0.0mb/s    173.8ms/op [9.55ms - 806.74ms]
closefile5           262ops       26ops/s   0.0mb/s     13.1ms/op [1.52ms - 61.41ms]
readfile5            263ops       26ops/s   0.4mb/s     43.3ms/op [9.83ms - 200.80ms]
openfile5            260ops       26ops/s   0.0mb/s    202.6ms/op [15.18ms - 889.73ms]
closefile4           260ops       26ops/s   0.0mb/s     13.5ms/op [0.14ms - 82.43ms]
readfile4            259ops       26ops/s   0.4mb/s     45.0ms/op [1.21ms - 212.32ms]
openfile4            257ops       26ops/s   0.0mb/s    186.8ms/op [4.05ms - 736.78ms]
closefile3           258ops       26ops/s   0.0mb/s     13.9ms/op [1.53ms - 78.37ms]
readfile3            259ops       26ops/s   0.4mb/s     42.4ms/op [14.85ms - 218.53ms]
openfile3            258ops       26ops/s   0.0mb/s    189.7ms/op [9.37ms - 940.60ms]
closefile2           259ops       26ops/s   0.0mb/s     13.6ms/op [3.54ms - 78.03ms]
readfile2            260ops       26ops/s   0.4mb/s     39.1ms/op [11.99ms - 216.58ms]
openfile2            260ops       26ops/s   0.0mb/s    177.0ms/op [12.19ms - 929.15ms]
closefile1           261ops       26ops/s   0.0mb/s     12.6ms/op [1.49ms - 80.45ms]
readfile1            262ops       26ops/s   0.4mb/s     39.3ms/op [9.58ms - 175.34ms]
openfile1            261ops       26ops/s   0.0mb/s    197.8ms/op [7.07ms - 847.29ms]
386.442: IO Summary:  8012 ops 801.073 ops/s 260/23 rd/wr   4.2mb/s 313.6ms/op
396.644: Per-Operation Breakdown
finish               246ops       25ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            222ops       22ops/s   0.2mb/s   1113.2ms/op [6.35ms - 3425.52ms]
closefile10          245ops       24ops/s   0.0mb/s     12.6ms/op [0.46ms - 81.87ms]
readfile10           244ops       24ops/s   0.4mb/s     40.9ms/op [7.71ms - 285.74ms]
openfile10           244ops       24ops/s   0.0mb/s    189.1ms/op [3.74ms - 792.76ms]
closefile9           245ops       24ops/s   0.0mb/s     12.8ms/op [0.47ms - 100.22ms]
readfile9            246ops       25ops/s   0.4mb/s     40.9ms/op [6.87ms - 238.27ms]
openfile9            243ops       24ops/s   0.0mb/s    204.4ms/op [3.55ms - 776.91ms]
closefile8           245ops       24ops/s   0.0mb/s     13.0ms/op [0.47ms - 97.49ms]
readfile8            246ops       25ops/s   0.4mb/s     40.4ms/op [6.95ms - 268.98ms]
openfile8            245ops       24ops/s   0.0mb/s    224.3ms/op [3.44ms - 811.66ms]
closefile7           247ops       25ops/s   0.0mb/s     12.3ms/op [0.05ms - 49.69ms]
readfile7            246ops       25ops/s   0.4mb/s     40.4ms/op [6.53ms - 152.27ms]
openfile7            247ops       25ops/s   0.0mb/s    216.4ms/op [9.69ms - 815.83ms]
closefile6           249ops       25ops/s   0.0mb/s     13.2ms/op [0.48ms - 56.38ms]
readfile6            250ops       25ops/s   0.4mb/s     44.2ms/op [9.89ms - 274.10ms]
openfile6            248ops       25ops/s   0.0mb/s    206.6ms/op [11.48ms - 942.67ms]
closefile5           248ops       25ops/s   0.0mb/s     12.6ms/op [0.46ms - 77.97ms]
readfile5            247ops       25ops/s   0.4mb/s     38.3ms/op [6.75ms - 137.46ms]
openfile5            247ops       25ops/s   0.0mb/s    195.3ms/op [3.40ms - 789.55ms]
closefile4           248ops       25ops/s   0.0mb/s     13.5ms/op [0.05ms - 96.10ms]
readfile4            250ops       25ops/s   0.4mb/s     40.0ms/op [6.55ms - 235.03ms]
openfile4            249ops       25ops/s   0.0mb/s    217.1ms/op [3.83ms - 1004.98ms]
